"region","hustyp","bostadsarea","år","Antal"
"Uppsala","övriga hus","151-160 kvm","2024",11
"Uppsala","övriga hus","161-170 kvm","2013",21
"Uppsala","övriga hus","161-170 kvm","2014",21
"Uppsala","övriga hus","161-170 kvm","2015",21
"Uppsala","övriga hus","161-170 kvm","2016",21
"Uppsala","övriga hus","161-170 kvm","2017",21
"Uppsala","övriga hus","161-170 kvm","2018",21
"Uppsala","övriga hus","161-170 kvm","2019",14
"Uppsala","övriga hus","161-170 kvm","2020",14
"Uppsala","övriga hus","161-170 kvm","2021",14
"Uppsala","övriga hus","161-170 kvm","2022",14
"Uppsala","övriga hus","161-170 kvm","2023",14
"Uppsala","övriga hus","161-170 kvm","2024",13
"Uppsala","övriga hus","171-180 kvm","2013",8
"Uppsala","övriga hus","171-180 kvm","2014",8
"Uppsala","övriga hus","171-180 kvm","2015",8
"Uppsala","övriga hus","171-180 kvm","2016",8
"Uppsala","övriga hus","171-180 kvm","2017",8
"Uppsala","övriga hus","171-180 kvm","2018",9
"Uppsala","övriga hus","171-180 kvm","2019",8
"Uppsala","övriga hus","171-180 kvm","2020",8
"Uppsala","övriga hus","171-180 kvm","2021",8
"Uppsala","övriga hus","171-180 kvm","2022",11
"Uppsala","övriga hus","171-180 kvm","2023",11
"Uppsala","övriga hus","171-180 kvm","2024",11
"Uppsala","övriga hus","181-190 kvm","2013",8
"Uppsala","övriga hus","181-190 kvm","2014",8
"Uppsala","övriga hus","181-190 kvm","2015",8
"Uppsala","övriga hus","181-190 kvm","2016",8
"Uppsala","övriga hus","181-190 kvm","2017",8
"Uppsala","övriga hus","181-190 kvm","2018",8
"Uppsala","övriga hus","181-190 kvm","2019",5
"Uppsala","övriga hus","181-190 kvm","2020",5
"Uppsala","övriga hus","181-190 kvm","2021",5
"Uppsala","övriga hus","181-190 kvm","2022",5
"Uppsala","övriga hus","181-190 kvm","2023",5
"Uppsala","övriga hus","181-190 kvm","2024",5
"Uppsala","övriga hus","191-200 kvm","2013",4
"Uppsala","övriga hus","191-200 kvm","2014",4
"Uppsala","övriga hus","191-200 kvm","2015",4
"Uppsala","övriga hus","191-200 kvm","2016",4
"Uppsala","övriga hus","191-200 kvm","2017",4
"Uppsala","övriga hus","191-200 kvm","2018",4
"Uppsala","övriga hus","191-200 kvm","2019",3
"Uppsala","övriga hus","191-200 kvm","2020",4
"Uppsala","övriga hus","191-200 kvm","2021",4
"Uppsala","övriga hus","191-200 kvm","2022",4
"Uppsala","övriga hus","191-200 kvm","2023",5
"Uppsala","övriga hus","191-200 kvm","2024",5
"Uppsala","övriga hus","> 200 kvm","2013",23
"Uppsala","övriga hus","> 200 kvm","2014",23
"Uppsala","övriga hus","> 200 kvm","2015",22
"Uppsala","övriga hus","> 200 kvm","2016",23
"Uppsala","övriga hus","> 200 kvm","2017",23
"Uppsala","övriga hus","> 200 kvm","2018",25
"Uppsala","övriga hus","> 200 kvm","2019",20
"Uppsala","övriga hus","> 200 kvm","2020",19
"Uppsala","övriga hus","> 200 kvm","2021",20
"Uppsala","övriga hus","> 200 kvm","2022",21
"Uppsala","övriga hus","> 200 kvm","2023",25
"Uppsala","övriga hus","> 200 kvm","2024",25
"Uppsala","övriga hus","uppgift saknas","2013",0
"Uppsala","övriga hus","uppgift saknas","2014",0
"Uppsala","övriga hus","uppgift saknas","2015",0
"Uppsala","övriga hus","uppgift saknas","2016",0
"Uppsala","övriga hus","uppgift saknas","2017",0
"Uppsala","övriga hus","uppgift saknas","2018",2
"Uppsala","övriga hus","uppgift saknas","2019",0
"Uppsala","övriga hus","uppgift saknas","2020",0
"Uppsala","övriga hus","uppgift saknas","2021",0
"Uppsala","övriga hus","uppgift saknas","2022",0
"Uppsala","övriga hus","uppgift saknas","2023",0
"Uppsala","övriga hus","uppgift saknas","2024",0
"Enköping","småhus","< 31 kvm","2013",20
"Enköping","småhus","< 31 kvm","2014",20
"Enköping","småhus","< 31 kvm","2015",20
"Enköping","småhus","< 31 kvm","2016",22
"Enköping","småhus","< 31 kvm","2017",22
"Enköping","småhus","< 31 kvm","2018",21
"Enköping","småhus","< 31 kvm","2019",21
"Enköping","småhus","< 31 kvm","2020",25
"Enköping","småhus","< 31 kvm","2021",26
"Enköping","småhus","< 31 kvm","2022",29
"Enköping","småhus","< 31 kvm","2023",28
"Enköping","småhus","< 31 kvm","2024",39
"Enköping","småhus","31-40 kvm","2013",72
"Enköping","småhus","31-40 kvm","2014",76
"Enköping","småhus","31-40 kvm","2015",76
"Enköping","småhus","31-40 kvm","2016",84
"Enköping","småhus","31-40 kvm","2017",90
"Enköping","småhus","31-40 kvm","2018",95
"Enköping","småhus","31-40 kvm","2019",101
"Enköping","småhus","31-40 kvm","2020",101
"Enköping","småhus","31-40 kvm","2021",102
"Enköping","småhus","31-40 kvm","2022",119
"Enköping","småhus","31-40 kvm","2023",113
"Enköping","småhus","31-40 kvm","2024",113
"Enköping","småhus","41-50 kvm","2013",147
"Enköping","småhus","41-50 kvm","2014",154
"Enköping","småhus","41-50 kvm","2015",161
"Enköping","småhus","41-50 kvm","2016",157
"Enköping","småhus","41-50 kvm","2017",162
"Enköping","småhus","41-50 kvm","2018",163
"Enköping","småhus","41-50 kvm","2019",175
"Enköping","småhus","41-50 kvm","2020",174
"Enköping","småhus","41-50 kvm","2021",177
"Enköping","småhus","41-50 kvm","2022",182
"Enköping","småhus","41-50 kvm","2023",183
"Enköping","småhus","41-50 kvm","2024",179
"Enköping","småhus","51-60 kvm","2013",272
"Enköping","småhus","51-60 kvm","2014",287
"Enköping","småhus","51-60 kvm","2015",295
"Enköping","småhus","51-60 kvm","2016",296
"Enköping","småhus","51-60 kvm","2017",299
"Enköping","småhus","51-60 kvm","2018",299
"Enköping","småhus","51-60 kvm","2019",301
"Enköping","småhus","51-60 kvm","2020",308
"Enköping","småhus","51-60 kvm","2021",309
"Enköping","småhus","51-60 kvm","2022",315
"Enköping","småhus","51-60 kvm","2023",322
"Enköping","småhus","51-60 kvm","2024",318
"Enköping","småhus","61-70 kvm","2013",359
"Enköping","småhus","61-70 kvm","2014",364
"Enköping","småhus","61-70 kvm","2015",373
"Enköping","småhus","61-70 kvm","2016",365
"Enköping","småhus","61-70 kvm","2017",366
"Enköping","småhus","61-70 kvm","2018",391
"Enköping","småhus","61-70 kvm","2019",419
"Enköping","småhus","61-70 kvm","2020",438
"Enköping","småhus","61-70 kvm","2021",435
"Enköping","småhus","61-70 kvm","2022",438
"Enköping","småhus","61-70 kvm","2023",446
"Enköping","småhus","61-70 kvm","2024",441
"Enköping","småhus","71-80 kvm","2013",571
"Enköping","småhus","71-80 kvm","2014",576
"Enköping","småhus","71-80 kvm","2015",568
"Enköping","småhus","71-80 kvm","2016",565
"Enköping","småhus","71-80 kvm","2017",582
"Enköping","småhus","71-80 kvm","2018",574
"Enköping","småhus","71-80 kvm","2019",580
"Enköping","småhus","71-80 kvm","2020",585
"Enköping","småhus","71-80 kvm","2021",601
"Enköping","småhus","71-80 kvm","2022",602
"Enköping","småhus","71-80 kvm","2023",593
"Enköping","småhus","71-80 kvm","2024",615
"Enköping","småhus","81-90 kvm","2013",568
"Enköping","småhus","81-90 kvm","2014",562
"Enköping","småhus","81-90 kvm","2015",567
"Enköping","småhus","81-90 kvm","2016",573
"Enköping","småhus","81-90 kvm","2017",576
"Enköping","småhus","81-90 kvm","2018",583
"Enköping","småhus","81-90 kvm","2019",613
"Enköping","småhus","81-90 kvm","2020",612
"Enköping","småhus","81-90 kvm","2021",617
"Enköping","småhus","81-90 kvm","2022",631
"Enköping","småhus","81-90 kvm","2023",629
"Enköping","småhus","81-90 kvm","2024",638
"Enköping","småhus","91-100 kvm","2013",852
"Enköping","småhus","91-100 kvm","2014",853
"Enköping","småhus","91-100 kvm","2015",859
"Enköping","småhus","91-100 kvm","2016",865
"Enköping","småhus","91-100 kvm","2017",872
"Enköping","småhus","91-100 kvm","2018",887
"Enköping","småhus","91-100 kvm","2019",893
"Enköping","småhus","91-100 kvm","2020",899
"Enköping","småhus","91-100 kvm","2021",898
"Enköping","småhus","91-100 kvm","2022",902
"Enköping","småhus","91-100 kvm","2023",907
"Enköping","småhus","91-100 kvm","2024",916
"Enköping","småhus","101-110 kvm","2013",1154
"Enköping","småhus","101-110 kvm","2014",1162
"Enköping","småhus","101-110 kvm","2015",1167
"Enköping","småhus","101-110 kvm","2016",1162
"Enköping","småhus","101-110 kvm","2017",1168
"Enköping","småhus","101-110 kvm","2018",1180
"Enköping","småhus","101-110 kvm","2019",1215
"Enköping","småhus","101-110 kvm","2020",1245
"Enköping","småhus","101-110 kvm","2021",1276
"Enköping","småhus","101-110 kvm","2022",1321
"Enköping","småhus","101-110 kvm","2023",1337
"Enköping","småhus","101-110 kvm","2024",1356
"Enköping","småhus","111-120 kvm","2013",1384
"Enköping","småhus","111-120 kvm","2014",1390
"Enköping","småhus","111-120 kvm","2015",1390
"Enköping","småhus","111-120 kvm","2016",1385
"Enköping","småhus","111-120 kvm","2017",1397
"Enköping","småhus","111-120 kvm","2018",1405
"Enköping","småhus","111-120 kvm","2019",1405
"Enköping","småhus","111-120 kvm","2020",1401
"Enköping","småhus","111-120 kvm","2021",1419
"Enköping","småhus","111-120 kvm","2022",1420
"Enköping","småhus","111-120 kvm","2023",1415
"Enköping","småhus","111-120 kvm","2024",1421
"Enköping","småhus","121-130 kvm","2013",997
"Enköping","småhus","121-130 kvm","2014",1005
"Enköping","småhus","121-130 kvm","2015",1006
"Enköping","småhus","121-130 kvm","2016",1005
"Enköping","småhus","121-130 kvm","2017",1009
"Enköping","småhus","121-130 kvm","2018",1018
"Enköping","småhus","121-130 kvm","2019",1023
"Enköping","småhus","121-130 kvm","2020",1038
"Enköping","småhus","121-130 kvm","2021",1130
"Enköping","småhus","121-130 kvm","2022",1175
"Enköping","småhus","121-130 kvm","2023",1179
"Enköping","småhus","121-130 kvm","2024",1203
"Enköping","småhus","131-140 kvm","2013",782
"Enköping","småhus","131-140 kvm","2014",775
"Enköping","småhus","131-140 kvm","2015",792
"Enköping","småhus","131-140 kvm","2016",793
"Enköping","småhus","131-140 kvm","2017",794
"Enköping","småhus","131-140 kvm","2018",815
"Enköping","småhus","131-140 kvm","2019",833
"Enköping","småhus","131-140 kvm","2020",835
"Enköping","småhus","131-140 kvm","2021",841
"Enköping","småhus","131-140 kvm","2022",848
"Enköping","småhus","131-140 kvm","2023",855
"Enköping","småhus","131-140 kvm","2024",852
"Enköping","småhus","141-150 kvm","2013",629
"Enköping","småhus","141-150 kvm","2014",631
"Enköping","småhus","141-150 kvm","2015",639
"Enköping","småhus","141-150 kvm","2016",634
"Enköping","småhus","141-150 kvm","2017",640
"Enköping","småhus","141-150 kvm","2018",647
"Enköping","småhus","141-150 kvm","2019",655
"Enköping","småhus","141-150 kvm","2020",676
"Enköping","småhus","141-150 kvm","2021",689
"Enköping","småhus","141-150 kvm","2022",699
"Enköping","småhus","141-150 kvm","2023",699
"Enköping","småhus","141-150 kvm","2024",691
"Enköping","småhus","151-160 kvm","2013",493
"Enköping","småhus","151-160 kvm","2014",494
"Enköping","småhus","151-160 kvm","2015",496
"Enköping","småhus","151-160 kvm","2016",500
"Enköping","småhus","151-160 kvm","2017",506
"Enköping","småhus","151-160 kvm","2018",508
"Enköping","småhus","151-160 kvm","2019",524
"Enköping","småhus","151-160 kvm","2020",537
"Enköping","småhus","151-160 kvm","2021",558
"Enköping","småhus","151-160 kvm","2022",566
"Enköping","småhus","151-160 kvm","2023",570
"Enköping","småhus","151-160 kvm","2024",571
"Enköping","småhus","161-170 kvm","2013",361
"Enköping","småhus","161-170 kvm","2014",361
"Enköping","småhus","161-170 kvm","2015",372
"Enköping","småhus","161-170 kvm","2016",375
"Enköping","småhus","161-170 kvm","2017",381
"Enköping","småhus","161-170 kvm","2018",391
"Enköping","småhus","161-170 kvm","2019",394
"Enköping","småhus","161-170 kvm","2020",403
"Enköping","småhus","161-170 kvm","2021",414
"Enköping","småhus","161-170 kvm","2022",422
"Enköping","småhus","161-170 kvm","2023",424
"Enköping","småhus","161-170 kvm","2024",425
"Enköping","småhus","171-180 kvm","2013",329
"Enköping","småhus","171-180 kvm","2014",330
"Enköping","småhus","171-180 kvm","2015",334
"Enköping","småhus","171-180 kvm","2016",336
"Enköping","småhus","171-180 kvm","2017",339
"Enköping","småhus","171-180 kvm","2018",344
"Enköping","småhus","171-180 kvm","2019",346
"Enköping","småhus","171-180 kvm","2020",354
"Enköping","småhus","171-180 kvm","2021",369
"Enköping","småhus","171-180 kvm","2022",369
"Enköping","småhus","171-180 kvm","2023",373
"Enköping","småhus","171-180 kvm","2024",373
"Enköping","småhus","181-190 kvm","2013",175
"Enköping","småhus","181-190 kvm","2014",177
"Enköping","småhus","181-190 kvm","2015",180
"Enköping","småhus","181-190 kvm","2016",184
"Enköping","småhus","181-190 kvm","2017",183
"Enköping","småhus","181-190 kvm","2018",190
"Enköping","småhus","181-190 kvm","2019",203
"Enköping","småhus","181-190 kvm","2020",209
"Enköping","småhus","181-190 kvm","2021",223
"Enköping","småhus","181-190 kvm","2022",225
"Enköping","småhus","181-190 kvm","2023",230
"Enköping","småhus","181-190 kvm","2024",228
"Enköping","småhus","191-200 kvm","2013",184
"Enköping","småhus","191-200 kvm","2014",191
"Enköping","småhus","191-200 kvm","2015",192
"Enköping","småhus","191-200 kvm","2016",193
"Enköping","småhus","191-200 kvm","2017",198
"Enköping","småhus","191-200 kvm","2018",200
"Enköping","småhus","191-200 kvm","2019",206
"Enköping","småhus","191-200 kvm","2020",209
"Enköping","småhus","191-200 kvm","2021",211
"Enköping","småhus","191-200 kvm","2022",216
"Enköping","småhus","191-200 kvm","2023",222
"Enköping","småhus","191-200 kvm","2024",222
"Enköping","småhus","> 200 kvm","2013",409
"Enköping","småhus","> 200 kvm","2014",410
"Enköping","småhus","> 200 kvm","2015",415
"Enköping","småhus","> 200 kvm","2016",418
"Enköping","småhus","> 200 kvm","2017",426
"Enköping","småhus","> 200 kvm","2018",449
"Enköping","småhus","> 200 kvm","2019",453
"Enköping","småhus","> 200 kvm","2020",469
"Enköping","småhus","> 200 kvm","2021",481
"Enköping","småhus","> 200 kvm","2022",484
"Enköping","småhus","> 200 kvm","2023",481
"Enköping","småhus","> 200 kvm","2024",488
"Enköping","småhus","uppgift saknas","2013",0
"Enköping","småhus","uppgift saknas","2014",0
"Enköping","småhus","uppgift saknas","2015",0
"Enköping","småhus","uppgift saknas","2016",226
"Enköping","småhus","uppgift saknas","2017",228
"Enköping","småhus","uppgift saknas","2018",213
"Enköping","småhus","uppgift saknas","2019",193
"Enköping","småhus","uppgift saknas","2020",197
"Enköping","småhus","uppgift saknas","2021",198
"Enköping","småhus","uppgift saknas","2022",193
"Enköping","småhus","uppgift saknas","2023",193
"Enköping","småhus","uppgift saknas","2024",194
"Enköping","flerbostadshus","< 31 kvm","2013",277
"Enköping","flerbostadshus","< 31 kvm","2014",277
"Enköping","flerbostadshus","< 31 kvm","2015",283
"Enköping","flerbostadshus","< 31 kvm","2016",284
"Enköping","flerbostadshus","< 31 kvm","2017",284
"Enköping","flerbostadshus","< 31 kvm","2018",284
"Enköping","flerbostadshus","< 31 kvm","2019",319
"Enköping","flerbostadshus","< 31 kvm","2020",376
"Enköping","flerbostadshus","< 31 kvm","2021",376
"Enköping","flerbostadshus","< 31 kvm","2022",494
"Enköping","flerbostadshus","< 31 kvm","2023",494
"Enköping","flerbostadshus","< 31 kvm","2024",521
"Enköping","flerbostadshus","31-40 kvm","2013",318
"Enköping","flerbostadshus","31-40 kvm","2014",318
"Enköping","flerbostadshus","31-40 kvm","2015",344
"Enköping","flerbostadshus","31-40 kvm","2016",402
"Enköping","flerbostadshus","31-40 kvm","2017",423
"Enköping","flerbostadshus","31-40 kvm","2018",428
"Enköping","flerbostadshus","31-40 kvm","2019",527
"Enköping","flerbostadshus","31-40 kvm","2020",608
"Enköping","flerbostadshus","31-40 kvm","2021",691
"Enköping","flerbostadshus","31-40 kvm","2022",817
"Enköping","flerbostadshus","31-40 kvm","2023",828
"Enköping","flerbostadshus","31-40 kvm","2024",887
"Enköping","flerbostadshus","41-50 kvm","2013",794
"Enköping","flerbostadshus","41-50 kvm","2014",794
"Enköping","flerbostadshus","41-50 kvm","2015",841
"Enköping","flerbostadshus","41-50 kvm","2016",847
"Enköping","flerbostadshus","41-50 kvm","2017",863
"Enköping","flerbostadshus","41-50 kvm","2018",871
"Enköping","flerbostadshus","41-50 kvm","2019",881
"Enköping","flerbostadshus","41-50 kvm","2020",928
"Enköping","flerbostadshus","41-50 kvm","2021",981
"Enköping","flerbostadshus","41-50 kvm","2022",1137
"Enköping","flerbostadshus","41-50 kvm","2023",1144
"Enköping","flerbostadshus","41-50 kvm","2024",1177
"Enköping","flerbostadshus","51-60 kvm","2013",1283
"Enköping","flerbostadshus","51-60 kvm","2014",1289
"Enköping","flerbostadshus","51-60 kvm","2015",1294
"Enköping","flerbostadshus","51-60 kvm","2016",1294
"Enköping","flerbostadshus","51-60 kvm","2017",1302
"Enköping","flerbostadshus","51-60 kvm","2018",1392
"Enköping","flerbostadshus","51-60 kvm","2019",1442
"Enköping","flerbostadshus","51-60 kvm","2020",1514
"Enköping","flerbostadshus","51-60 kvm","2021",1555
"Enköping","flerbostadshus","51-60 kvm","2022",1649
"Enköping","flerbostadshus","51-60 kvm","2023",1694
"Enköping","flerbostadshus","51-60 kvm","2024",1740
"Enköping","flerbostadshus","61-70 kvm","2013",1580
"Enköping","flerbostadshus","61-70 kvm","2014",1580
"Enköping","flerbostadshus","61-70 kvm","2015",1626
"Enköping","flerbostadshus","61-70 kvm","2016",1662
"Enköping","flerbostadshus","61-70 kvm","2017",1669
"Enköping","flerbostadshus","61-70 kvm","2018",1707
"Enköping","flerbostadshus","61-70 kvm","2019",1777
"Enköping","flerbostadshus","61-70 kvm","2020",1803
"Enköping","flerbostadshus","61-70 kvm","2021",1829
"Enköping","flerbostadshus","61-70 kvm","2022",1930
"Enköping","flerbostadshus","61-70 kvm","2023",1984
"Enköping","flerbostadshus","61-70 kvm","2024",2014
"Enköping","flerbostadshus","71-80 kvm","2013",1199
"Enköping","flerbostadshus","71-80 kvm","2014",1204
"Enköping","flerbostadshus","71-80 kvm","2015",1264
"Enköping","flerbostadshus","71-80 kvm","2016",1297
"Enköping","flerbostadshus","71-80 kvm","2017",1303
"Enköping","flerbostadshus","71-80 kvm","2018",1367
"Enköping","flerbostadshus","71-80 kvm","2019",1402
"Enköping","flerbostadshus","71-80 kvm","2020",1449
"Enköping","flerbostadshus","71-80 kvm","2021",1455
"Enköping","flerbostadshus","71-80 kvm","2022",1546
"Enköping","flerbostadshus","71-80 kvm","2023",1569
"Enköping","flerbostadshus","71-80 kvm","2024",1621
"Enköping","flerbostadshus","81-90 kvm","2013",1000
"Enköping","flerbostadshus","81-90 kvm","2014",1000
"Enköping","flerbostadshus","81-90 kvm","2015",1028
"Enköping","flerbostadshus","81-90 kvm","2016",1065
"Enköping","flerbostadshus","81-90 kvm","2017",1065
"Enköping","flerbostadshus","81-90 kvm","2018",1122
"Enköping","flerbostadshus","81-90 kvm","2019",1153
"Enköping","flerbostadshus","81-90 kvm","2020",1196
"Enköping","flerbostadshus","81-90 kvm","2021",1226
"Enköping","flerbostadshus","81-90 kvm","2022",1320
"Enköping","flerbostadshus","81-90 kvm","2023",1320
"Enköping","flerbostadshus","81-90 kvm","2024",1330
"Enköping","flerbostadshus","91-100 kvm","2013",513
"Enköping","flerbostadshus","91-100 kvm","2014",513
"Enköping","flerbostadshus","91-100 kvm","2015",509
"Enköping","flerbostadshus","91-100 kvm","2016",521
"Enköping","flerbostadshus","91-100 kvm","2017",522
"Enköping","flerbostadshus","91-100 kvm","2018",525
"Enköping","flerbostadshus","91-100 kvm","2019",525
"Enköping","flerbostadshus","91-100 kvm","2020",510
"Enköping","flerbostadshus","91-100 kvm","2021",510
"Enköping","flerbostadshus","91-100 kvm","2022",562
"Enköping","flerbostadshus","91-100 kvm","2023",564
"Enköping","flerbostadshus","91-100 kvm","2024",577
"Enköping","flerbostadshus","101-110 kvm","2013",270
"Enköping","flerbostadshus","101-110 kvm","2014",270
"Enköping","flerbostadshus","101-110 kvm","2015",271
"Enköping","flerbostadshus","101-110 kvm","2016",272
"Enköping","flerbostadshus","101-110 kvm","2017",272
"Enköping","flerbostadshus","101-110 kvm","2018",272
"Enköping","flerbostadshus","101-110 kvm","2019",272
"Enköping","flerbostadshus","101-110 kvm","2020",273
"Enköping","flerbostadshus","101-110 kvm","2021",273
"Enköping","flerbostadshus","101-110 kvm","2022",285
"Enköping","flerbostadshus","101-110 kvm","2023",285
"Enköping","flerbostadshus","101-110 kvm","2024",285
"Enköping","flerbostadshus","111-120 kvm","2013",113
"Enköping","flerbostadshus","111-120 kvm","2014",113
"Enköping","flerbostadshus","111-120 kvm","2015",113
"Enköping","flerbostadshus","111-120 kvm","2016",110
"Enköping","flerbostadshus","111-120 kvm","2017",110
"Enköping","flerbostadshus","111-120 kvm","2018",113
"Enköping","flerbostadshus","111-120 kvm","2019",112
"Enköping","flerbostadshus","111-120 kvm","2020",112
"Enköping","flerbostadshus","111-120 kvm","2021",112
"Enköping","flerbostadshus","111-120 kvm","2022",115
"Enköping","flerbostadshus","111-120 kvm","2023",114
"Enköping","flerbostadshus","111-120 kvm","2024",115
"Enköping","flerbostadshus","121-130 kvm","2013",52
"Enköping","flerbostadshus","121-130 kvm","2014",52
"Enköping","flerbostadshus","121-130 kvm","2015",51
"Enköping","flerbostadshus","121-130 kvm","2016",51
"Enköping","flerbostadshus","121-130 kvm","2017",51
"Enköping","flerbostadshus","121-130 kvm","2018",51
"Enköping","flerbostadshus","121-130 kvm","2019",51
"Enköping","flerbostadshus","121-130 kvm","2020",51
"Enköping","flerbostadshus","121-130 kvm","2021",51
"Enköping","flerbostadshus","121-130 kvm","2022",52
"Enköping","flerbostadshus","121-130 kvm","2023",52
"Enköping","flerbostadshus","121-130 kvm","2024",52
"Enköping","flerbostadshus","131-140 kvm","2013",12
"Enköping","flerbostadshus","131-140 kvm","2014",12
"Enköping","flerbostadshus","131-140 kvm","2015",11
"Enköping","flerbostadshus","131-140 kvm","2016",11
"Enköping","flerbostadshus","131-140 kvm","2017",11
"Enköping","flerbostadshus","131-140 kvm","2018",11
"Enköping","flerbostadshus","131-140 kvm","2019",13
"Enköping","flerbostadshus","131-140 kvm","2020",12
"Enköping","flerbostadshus","131-140 kvm","2021",12
"Enköping","flerbostadshus","131-140 kvm","2022",23
"Enköping","flerbostadshus","131-140 kvm","2023",23
"Enköping","flerbostadshus","131-140 kvm","2024",23
"Enköping","flerbostadshus","141-150 kvm","2013",13
"Enköping","flerbostadshus","141-150 kvm","2014",13
"Enköping","flerbostadshus","141-150 kvm","2015",13
"Enköping","flerbostadshus","141-150 kvm","2016",13
"Enköping","flerbostadshus","141-150 kvm","2017",13
"Enköping","flerbostadshus","141-150 kvm","2018",12
"Enköping","flerbostadshus","141-150 kvm","2019",12
"Enköping","flerbostadshus","141-150 kvm","2020",12
"Enköping","flerbostadshus","141-150 kvm","2021",12
"Enköping","flerbostadshus","141-150 kvm","2022",12
"Enköping","flerbostadshus","141-150 kvm","2023",12
"Enköping","flerbostadshus","141-150 kvm","2024",12
"Enköping","flerbostadshus","151-160 kvm","2013",4
"Enköping","flerbostadshus","151-160 kvm","2014",3
"Enköping","flerbostadshus","151-160 kvm","2015",3
"Enköping","flerbostadshus","151-160 kvm","2016",3
"Enköping","flerbostadshus","151-160 kvm","2017",3
"Enköping","flerbostadshus","151-160 kvm","2018",3
"Enköping","flerbostadshus","151-160 kvm","2019",3
"Enköping","flerbostadshus","151-160 kvm","2020",2
"Enköping","flerbostadshus","151-160 kvm","2021",2
"Enköping","flerbostadshus","151-160 kvm","2022",2
"Enköping","flerbostadshus","151-160 kvm","2023",2
"Enköping","flerbostadshus","151-160 kvm","2024",2
"Enköping","flerbostadshus","161-170 kvm","2013",4
"Enköping","flerbostadshus","161-170 kvm","2014",4
"Enköping","flerbostadshus","161-170 kvm","2015",4
"Enköping","flerbostadshus","161-170 kvm","2016",4
"Enköping","flerbostadshus","161-170 kvm","2017",4
"Enköping","flerbostadshus","161-170 kvm","2018",4
"Enköping","flerbostadshus","161-170 kvm","2019",4
"Enköping","flerbostadshus","161-170 kvm","2020",4
"Enköping","flerbostadshus","161-170 kvm","2021",4
"Enköping","flerbostadshus","161-170 kvm","2022",5
"Enköping","flerbostadshus","161-170 kvm","2023",5
"Enköping","flerbostadshus","161-170 kvm","2024",5
"Enköping","flerbostadshus","171-180 kvm","2013",1
"Enköping","flerbostadshus","171-180 kvm","2014",1
"Enköping","flerbostadshus","171-180 kvm","2015",1
"Enköping","flerbostadshus","171-180 kvm","2016",1
"Enköping","flerbostadshus","171-180 kvm","2017",1
"Enköping","flerbostadshus","171-180 kvm","2018",1
"Enköping","flerbostadshus","171-180 kvm","2019",1
"Enköping","flerbostadshus","171-180 kvm","2020",1
"Enköping","flerbostadshus","171-180 kvm","2021",1
"Enköping","flerbostadshus","171-180 kvm","2022",1
"Enköping","flerbostadshus","171-180 kvm","2023",1
"Enköping","flerbostadshus","171-180 kvm","2024",1
"Enköping","flerbostadshus","181-190 kvm","2013",4
"Enköping","flerbostadshus","181-190 kvm","2014",4
"Enköping","flerbostadshus","181-190 kvm","2015",4
"Enköping","flerbostadshus","181-190 kvm","2016",4
"Enköping","flerbostadshus","181-190 kvm","2017",4
"Enköping","flerbostadshus","181-190 kvm","2018",4
"Enköping","flerbostadshus","181-190 kvm","2019",4
"Enköping","flerbostadshus","181-190 kvm","2020",4
"Enköping","flerbostadshus","181-190 kvm","2021",4
"Enköping","flerbostadshus","181-190 kvm","2022",4
"Enköping","flerbostadshus","181-190 kvm","2023",3
"Enköping","flerbostadshus","181-190 kvm","2024",3
"Enköping","flerbostadshus","191-200 kvm","2013",0
"Enköping","flerbostadshus","191-200 kvm","2014",0
"Enköping","flerbostadshus","191-200 kvm","2015",0
"Enköping","flerbostadshus","191-200 kvm","2016",0
"Enköping","flerbostadshus","191-200 kvm","2017",0
"Enköping","flerbostadshus","191-200 kvm","2018",0
"Enköping","flerbostadshus","191-200 kvm","2019",0
"Enköping","flerbostadshus","191-200 kvm","2020",0
"Enköping","flerbostadshus","191-200 kvm","2021",0
"Enköping","flerbostadshus","191-200 kvm","2022",0
"Enköping","flerbostadshus","191-200 kvm","2023",0
"Enköping","flerbostadshus","191-200 kvm","2024",0
"Enköping","flerbostadshus","> 200 kvm","2013",0
"Enköping","flerbostadshus","> 200 kvm","2014",0
"Enköping","flerbostadshus","> 200 kvm","2015",0
"Enköping","flerbostadshus","> 200 kvm","2016",0
"Enköping","flerbostadshus","> 200 kvm","2017",0
"Enköping","flerbostadshus","> 200 kvm","2018",0
"Enköping","flerbostadshus","> 200 kvm","2019",0
"Enköping","flerbostadshus","> 200 kvm","2020",0
"Enköping","flerbostadshus","> 200 kvm","2021",0
"Enköping","flerbostadshus","> 200 kvm","2022",0
"Enköping","flerbostadshus","> 200 kvm","2023",0
"Enköping","flerbostadshus","> 200 kvm","2024",0
"Enköping","flerbostadshus","uppgift saknas","2013",0
"Enköping","flerbostadshus","uppgift saknas","2014",0
"Enköping","flerbostadshus","uppgift saknas","2015",0
"Enköping","flerbostadshus","uppgift saknas","2016",0
"Enköping","flerbostadshus","uppgift saknas","2017",0
"Enköping","flerbostadshus","uppgift saknas","2018",0
"Enköping","flerbostadshus","uppgift saknas","2019",0
"Enköping","flerbostadshus","uppgift saknas","2020",0
"Enköping","flerbostadshus","uppgift saknas","2021",0
"Enköping","flerbostadshus","uppgift saknas","2022",0
"Enköping","flerbostadshus","uppgift saknas","2023",0
