"region","hustyp","ägarkategori","år","Antal"
"Älvkarleby","specialbostäder","övriga ägare","2021",0
"Älvkarleby","specialbostäder","övriga ägare","2022",0
"Älvkarleby","specialbostäder","övriga ägare","2023",0
"Älvkarleby","specialbostäder","övriga ägare","2024",0
"Älvkarleby","specialbostäder","uppgift saknas","2013",0
"Älvkarleby","specialbostäder","uppgift saknas","2014",0
"Älvkarleby","specialbostäder","uppgift saknas","2015",0
"Älvkarleby","specialbostäder","uppgift saknas","2016",0
"Älvkarleby","specialbostäder","uppgift saknas","2017",0
"Älvkarleby","specialbostäder","uppgift saknas","2018",0
"Älvkarleby","specialbostäder","uppgift saknas","2019",0
"Älvkarleby","specialbostäder","uppgift saknas","2020",0
"Älvkarleby","specialbostäder","uppgift saknas","2021",0
"Älvkarleby","specialbostäder","uppgift saknas","2022",0
"Älvkarleby","specialbostäder","uppgift saknas","2023",0
"Älvkarleby","specialbostäder","uppgift saknas","2024",0
"Knivsta","småhus","stat, kommun, region","2013",4
"Knivsta","småhus","stat, kommun, region","2014",6
"Knivsta","småhus","stat, kommun, region","2015",4
"Knivsta","småhus","stat, kommun, region","2016",6
"Knivsta","småhus","stat, kommun, region","2017",6
"Knivsta","småhus","stat, kommun, region","2018",6
"Knivsta","småhus","stat, kommun, region","2019",5
"Knivsta","småhus","stat, kommun, region","2020",5
"Knivsta","småhus","stat, kommun, region","2021",5
"Knivsta","småhus","stat, kommun, region","2022",7
"Knivsta","småhus","stat, kommun, region","2023",8
"Knivsta","småhus","stat, kommun, region","2024",13
"Knivsta","småhus","allmännyttiga bostadsföretag","2013",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2014",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2015",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2016",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2017",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2018",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2019",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2020",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2021",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2022",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2023",0
"Knivsta","småhus","allmännyttiga bostadsföretag","2024",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2013",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2014",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2015",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2016",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2017",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2018",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2019",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2020",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2021",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2022",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2023",0
"Knivsta","småhus","kooperativa hyresrättsföreningar","2024",0
"Knivsta","småhus","bostadsrättsföreningar","2013",353
"Knivsta","småhus","bostadsrättsföreningar","2014",353
"Knivsta","småhus","bostadsrättsföreningar","2015",377
"Knivsta","småhus","bostadsrättsföreningar","2016",393
"Knivsta","småhus","bostadsrättsföreningar","2017",495
"Knivsta","småhus","bostadsrättsföreningar","2018",495
"Knivsta","småhus","bostadsrättsföreningar","2019",495
"Knivsta","småhus","bostadsrättsföreningar","2020",496
"Knivsta","småhus","bostadsrättsföreningar","2021",532
"Knivsta","småhus","bostadsrättsföreningar","2022",571
"Knivsta","småhus","bostadsrättsföreningar","2023",610
"Knivsta","småhus","bostadsrättsföreningar","2024",639
"Knivsta","småhus","fysiska personer","2013",3687
"Knivsta","småhus","fysiska personer","2014",3714
"Knivsta","småhus","fysiska personer","2015",3779
"Knivsta","småhus","fysiska personer","2016",3930
"Knivsta","småhus","fysiska personer","2017",3987
"Knivsta","småhus","fysiska personer","2018",4020
"Knivsta","småhus","fysiska personer","2019",4022
"Knivsta","småhus","fysiska personer","2020",4066
"Knivsta","småhus","fysiska personer","2021",4109
"Knivsta","småhus","fysiska personer","2022",4170
"Knivsta","småhus","fysiska personer","2023",4185
"Knivsta","småhus","fysiska personer","2024",4220
"Knivsta","småhus","svenska aktiebolag","2013",58
"Knivsta","småhus","svenska aktiebolag","2014",57
"Knivsta","småhus","svenska aktiebolag","2015",56
"Knivsta","småhus","svenska aktiebolag","2016",64
"Knivsta","småhus","svenska aktiebolag","2017",69
"Knivsta","småhus","svenska aktiebolag","2018",69
"Knivsta","småhus","svenska aktiebolag","2019",69
"Knivsta","småhus","svenska aktiebolag","2020",70
"Knivsta","småhus","svenska aktiebolag","2021",74
"Knivsta","småhus","svenska aktiebolag","2022",79
"Knivsta","småhus","svenska aktiebolag","2023",85
"Knivsta","småhus","svenska aktiebolag","2024",80
"Knivsta","småhus","övriga ägare","2013",87
"Knivsta","småhus","övriga ägare","2014",98
"Knivsta","småhus","övriga ägare","2015",113
"Knivsta","småhus","övriga ägare","2016",37
"Knivsta","småhus","övriga ägare","2017",37
"Knivsta","småhus","övriga ägare","2018",36
"Knivsta","småhus","övriga ägare","2019",36
"Knivsta","småhus","övriga ägare","2020",34
"Knivsta","småhus","övriga ägare","2021",33
"Knivsta","småhus","övriga ägare","2022",34
"Knivsta","småhus","övriga ägare","2023",35
"Knivsta","småhus","övriga ägare","2024",34
"Knivsta","småhus","uppgift saknas","2013",18
"Knivsta","småhus","uppgift saknas","2014",28
"Knivsta","småhus","uppgift saknas","2015",16
"Knivsta","småhus","uppgift saknas","2016",33
"Knivsta","småhus","uppgift saknas","2017",25
"Knivsta","småhus","uppgift saknas","2018",25
"Knivsta","småhus","uppgift saknas","2019",26
"Knivsta","småhus","uppgift saknas","2020",26
"Knivsta","småhus","uppgift saknas","2021",28
"Knivsta","småhus","uppgift saknas","2022",30
"Knivsta","småhus","uppgift saknas","2023",31
"Knivsta","småhus","uppgift saknas","2024",32
"Knivsta","flerbostadshus","stat, kommun, region","2013",0
"Knivsta","flerbostadshus","stat, kommun, region","2014",0
"Knivsta","flerbostadshus","stat, kommun, region","2015",3
"Knivsta","flerbostadshus","stat, kommun, region","2016",3
"Knivsta","flerbostadshus","stat, kommun, region","2017",3
"Knivsta","flerbostadshus","stat, kommun, region","2018",3
"Knivsta","flerbostadshus","stat, kommun, region","2019",3
"Knivsta","flerbostadshus","stat, kommun, region","2020",3
"Knivsta","flerbostadshus","stat, kommun, region","2021",3
"Knivsta","flerbostadshus","stat, kommun, region","2022",3
"Knivsta","flerbostadshus","stat, kommun, region","2023",3
"Knivsta","flerbostadshus","stat, kommun, region","2024",3
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2013",491
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2014",493
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2015",493
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2016",493
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2017",493
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2018",493
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2019",517
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2020",517
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2021",517
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2022",563
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2023",563
"Knivsta","flerbostadshus","allmännyttiga bostadsföretag","2024",563
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Knivsta","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Knivsta","flerbostadshus","bostadsrättsföreningar","2013",747
"Knivsta","flerbostadshus","bostadsrättsföreningar","2014",922
"Knivsta","flerbostadshus","bostadsrättsföreningar","2015",1058
"Knivsta","flerbostadshus","bostadsrättsföreningar","2016",1102
"Knivsta","flerbostadshus","bostadsrättsföreningar","2017",1104
"Knivsta","flerbostadshus","bostadsrättsföreningar","2018",1471
"Knivsta","flerbostadshus","bostadsrättsföreningar","2019",1500
"Knivsta","flerbostadshus","bostadsrättsföreningar","2020",1500
"Knivsta","flerbostadshus","bostadsrättsföreningar","2021",1709
"Knivsta","flerbostadshus","bostadsrättsföreningar","2022",1754
"Knivsta","flerbostadshus","bostadsrättsföreningar","2023",1752
"Knivsta","flerbostadshus","bostadsrättsföreningar","2024",1752
"Knivsta","flerbostadshus","fysiska personer","2013",12
"Knivsta","flerbostadshus","fysiska personer","2014",12
"Knivsta","flerbostadshus","fysiska personer","2015",9
"Knivsta","flerbostadshus","fysiska personer","2016",9
"Knivsta","flerbostadshus","fysiska personer","2017",9
"Knivsta","flerbostadshus","fysiska personer","2018",9
"Knivsta","flerbostadshus","fysiska personer","2019",9
"Knivsta","flerbostadshus","fysiska personer","2020",9
"Knivsta","flerbostadshus","fysiska personer","2021",9
"Knivsta","flerbostadshus","fysiska personer","2022",9
"Knivsta","flerbostadshus","fysiska personer","2023",9
"Knivsta","flerbostadshus","fysiska personer","2024",15
"Knivsta","flerbostadshus","svenska aktiebolag","2013",77
"Knivsta","flerbostadshus","svenska aktiebolag","2014",204
"Knivsta","flerbostadshus","svenska aktiebolag","2015",147
"Knivsta","flerbostadshus","svenska aktiebolag","2016",147
"Knivsta","flerbostadshus","svenska aktiebolag","2017",188
"Knivsta","flerbostadshus","svenska aktiebolag","2018",188
"Knivsta","flerbostadshus","svenska aktiebolag","2019",188
"Knivsta","flerbostadshus","svenska aktiebolag","2020",424
"Knivsta","flerbostadshus","svenska aktiebolag","2021",562
"Knivsta","flerbostadshus","svenska aktiebolag","2022",658
"Knivsta","flerbostadshus","svenska aktiebolag","2023",871
"Knivsta","flerbostadshus","svenska aktiebolag","2024",1327
"Knivsta","flerbostadshus","övriga ägare","2013",177
"Knivsta","flerbostadshus","övriga ägare","2014",182
"Knivsta","flerbostadshus","övriga ägare","2015",142
"Knivsta","flerbostadshus","övriga ägare","2016",142
"Knivsta","flerbostadshus","övriga ägare","2017",142
"Knivsta","flerbostadshus","övriga ägare","2018",100
"Knivsta","flerbostadshus","övriga ägare","2019",103
"Knivsta","flerbostadshus","övriga ägare","2020",103
"Knivsta","flerbostadshus","övriga ägare","2021",103
"Knivsta","flerbostadshus","övriga ägare","2022",103
"Knivsta","flerbostadshus","övriga ägare","2023",103
"Knivsta","flerbostadshus","övriga ägare","2024",103
"Knivsta","flerbostadshus","uppgift saknas","2013",0
"Knivsta","flerbostadshus","uppgift saknas","2014",30
"Knivsta","flerbostadshus","uppgift saknas","2015",0
"Knivsta","flerbostadshus","uppgift saknas","2016",0
"Knivsta","flerbostadshus","uppgift saknas","2017",0
"Knivsta","flerbostadshus","uppgift saknas","2018",0
"Knivsta","flerbostadshus","uppgift saknas","2019",0
"Knivsta","flerbostadshus","uppgift saknas","2020",0
"Knivsta","flerbostadshus","uppgift saknas","2021",0
"Knivsta","flerbostadshus","uppgift saknas","2022",0
"Knivsta","flerbostadshus","uppgift saknas","2023",0
"Knivsta","flerbostadshus","uppgift saknas","2024",0
"Knivsta","övriga hus","stat, kommun, region","2013",0
"Knivsta","övriga hus","stat, kommun, region","2014",0
"Knivsta","övriga hus","stat, kommun, region","2015",0
"Knivsta","övriga hus","stat, kommun, region","2016",0
"Knivsta","övriga hus","stat, kommun, region","2017",0
"Knivsta","övriga hus","stat, kommun, region","2018",0
"Knivsta","övriga hus","stat, kommun, region","2019",0
"Knivsta","övriga hus","stat, kommun, region","2020",0
"Knivsta","övriga hus","stat, kommun, region","2021",0
"Knivsta","övriga hus","stat, kommun, region","2022",0
"Knivsta","övriga hus","stat, kommun, region","2023",0
"Knivsta","övriga hus","stat, kommun, region","2024",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2013",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2014",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2015",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2016",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2017",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2018",1
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2019",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2020",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2021",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2022",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2023",0
"Knivsta","övriga hus","allmännyttiga bostadsföretag","2024",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2013",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2014",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2015",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2016",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2017",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2018",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2019",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2020",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2021",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2022",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2023",0
"Knivsta","övriga hus","kooperativa hyresrättsföreningar","2024",0
"Knivsta","övriga hus","bostadsrättsföreningar","2013",6
"Knivsta","övriga hus","bostadsrättsföreningar","2014",6
"Knivsta","övriga hus","bostadsrättsföreningar","2015",0
"Knivsta","övriga hus","bostadsrättsföreningar","2016",0
"Knivsta","övriga hus","bostadsrättsföreningar","2017",0
"Knivsta","övriga hus","bostadsrättsföreningar","2018",0
"Knivsta","övriga hus","bostadsrättsföreningar","2019",0
"Knivsta","övriga hus","bostadsrättsföreningar","2020",0
"Knivsta","övriga hus","bostadsrättsföreningar","2021",0
"Knivsta","övriga hus","bostadsrättsföreningar","2022",0
"Knivsta","övriga hus","bostadsrättsföreningar","2023",0
"Knivsta","övriga hus","bostadsrättsföreningar","2024",0
"Knivsta","övriga hus","fysiska personer","2013",9
"Knivsta","övriga hus","fysiska personer","2014",9
"Knivsta","övriga hus","fysiska personer","2015",8
"Knivsta","övriga hus","fysiska personer","2016",8
"Knivsta","övriga hus","fysiska personer","2017",8
"Knivsta","övriga hus","fysiska personer","2018",8
"Knivsta","övriga hus","fysiska personer","2019",8
"Knivsta","övriga hus","fysiska personer","2020",8
"Knivsta","övriga hus","fysiska personer","2021",9
"Knivsta","övriga hus","fysiska personer","2022",8
"Knivsta","övriga hus","fysiska personer","2023",10
"Knivsta","övriga hus","fysiska personer","2024",10
"Knivsta","övriga hus","svenska aktiebolag","2013",6
"Knivsta","övriga hus","svenska aktiebolag","2014",8
"Knivsta","övriga hus","svenska aktiebolag","2015",8
"Knivsta","övriga hus","svenska aktiebolag","2016",8
"Knivsta","övriga hus","svenska aktiebolag","2017",8
"Knivsta","övriga hus","svenska aktiebolag","2018",9
"Knivsta","övriga hus","svenska aktiebolag","2019",9
"Knivsta","övriga hus","svenska aktiebolag","2020",8
"Knivsta","övriga hus","svenska aktiebolag","2021",9
"Knivsta","övriga hus","svenska aktiebolag","2022",9
"Knivsta","övriga hus","svenska aktiebolag","2023",10
"Knivsta","övriga hus","svenska aktiebolag","2024",9
"Knivsta","övriga hus","övriga ägare","2013",2
"Knivsta","övriga hus","övriga ägare","2014",2
"Knivsta","övriga hus","övriga ägare","2015",2
"Knivsta","övriga hus","övriga ägare","2016",3
"Knivsta","övriga hus","övriga ägare","2017",3
"Knivsta","övriga hus","övriga ägare","2018",2
"Knivsta","övriga hus","övriga ägare","2019",2
"Knivsta","övriga hus","övriga ägare","2020",2
"Knivsta","övriga hus","övriga ägare","2021",2
"Knivsta","övriga hus","övriga ägare","2022",2
"Knivsta","övriga hus","övriga ägare","2023",2
"Knivsta","övriga hus","övriga ägare","2024",4
"Knivsta","övriga hus","uppgift saknas","2013",0
"Knivsta","övriga hus","uppgift saknas","2014",0
"Knivsta","övriga hus","uppgift saknas","2015",0
"Knivsta","övriga hus","uppgift saknas","2016",0
"Knivsta","övriga hus","uppgift saknas","2017",0
"Knivsta","övriga hus","uppgift saknas","2018",0
"Knivsta","övriga hus","uppgift saknas","2019",0
"Knivsta","övriga hus","uppgift saknas","2020",0
"Knivsta","övriga hus","uppgift saknas","2021",0
"Knivsta","övriga hus","uppgift saknas","2022",0
"Knivsta","övriga hus","uppgift saknas","2023",0
"Knivsta","övriga hus","uppgift saknas","2024",0
"Knivsta","specialbostäder","stat, kommun, region","2013",0
"Knivsta","specialbostäder","stat, kommun, region","2014",0
"Knivsta","specialbostäder","stat, kommun, region","2015",0
"Knivsta","specialbostäder","stat, kommun, region","2016",0
"Knivsta","specialbostäder","stat, kommun, region","2017",0
"Knivsta","specialbostäder","stat, kommun, region","2018",0
"Knivsta","specialbostäder","stat, kommun, region","2019",0
"Knivsta","specialbostäder","stat, kommun, region","2020",0
"Knivsta","specialbostäder","stat, kommun, region","2021",0
"Knivsta","specialbostäder","stat, kommun, region","2022",0
"Knivsta","specialbostäder","stat, kommun, region","2023",0
"Knivsta","specialbostäder","stat, kommun, region","2024",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2013",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2014",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2015",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2016",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2017",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2018",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2019",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2020",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2021",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2022",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2023",0
"Knivsta","specialbostäder","allmännyttiga bostadsföretag","2024",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2013",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2014",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2015",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2016",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2017",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2018",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2019",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2020",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2021",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2022",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2023",0
"Knivsta","specialbostäder","kooperativa hyresrättsföreningar","2024",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2013",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2014",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2015",96
"Knivsta","specialbostäder","bostadsrättsföreningar","2016",96
"Knivsta","specialbostäder","bostadsrättsföreningar","2017",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2018",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2019",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2020",0
"Knivsta","specialbostäder","bostadsrättsföreningar","2021",5
"Knivsta","specialbostäder","bostadsrättsföreningar","2022",5
"Knivsta","specialbostäder","bostadsrättsföreningar","2023",5
"Knivsta","specialbostäder","bostadsrättsföreningar","2024",5
"Knivsta","specialbostäder","fysiska personer","2013",6
"Knivsta","specialbostäder","fysiska personer","2014",6
"Knivsta","specialbostäder","fysiska personer","2015",6
"Knivsta","specialbostäder","fysiska personer","2016",6
"Knivsta","specialbostäder","fysiska personer","2017",6
"Knivsta","specialbostäder","fysiska personer","2018",6
"Knivsta","specialbostäder","fysiska personer","2019",6
"Knivsta","specialbostäder","fysiska personer","2020",6
"Knivsta","specialbostäder","fysiska personer","2021",6
"Knivsta","specialbostäder","fysiska personer","2022",6
"Knivsta","specialbostäder","fysiska personer","2023",6
"Knivsta","specialbostäder","fysiska personer","2024",6
"Knivsta","specialbostäder","svenska aktiebolag","2013",142
"Knivsta","specialbostäder","svenska aktiebolag","2014",142
"Knivsta","specialbostäder","svenska aktiebolag","2015",46
"Knivsta","specialbostäder","svenska aktiebolag","2016",46
"Knivsta","specialbostäder","svenska aktiebolag","2017",142
"Knivsta","specialbostäder","svenska aktiebolag","2018",142
"Knivsta","specialbostäder","svenska aktiebolag","2019",143
"Knivsta","specialbostäder","svenska aktiebolag","2020",253
"Knivsta","specialbostäder","svenska aktiebolag","2021",264
"Knivsta","specialbostäder","svenska aktiebolag","2022",278
"Knivsta","specialbostäder","svenska aktiebolag","2023",279
"Knivsta","specialbostäder","svenska aktiebolag","2024",280
"Knivsta","specialbostäder","övriga ägare","2013",5
"Knivsta","specialbostäder","övriga ägare","2014",5
"Knivsta","specialbostäder","övriga ägare","2015",5
"Knivsta","specialbostäder","övriga ägare","2016",5
"Knivsta","specialbostäder","övriga ägare","2017",5
"Knivsta","specialbostäder","övriga ägare","2018",5
"Knivsta","specialbostäder","övriga ägare","2019",5
"Knivsta","specialbostäder","övriga ägare","2020",5
"Knivsta","specialbostäder","övriga ägare","2021",5
"Knivsta","specialbostäder","övriga ägare","2022",5
"Knivsta","specialbostäder","övriga ägare","2023",5
"Knivsta","specialbostäder","övriga ägare","2024",5
"Knivsta","specialbostäder","uppgift saknas","2013",0
"Knivsta","specialbostäder","uppgift saknas","2014",0
"Knivsta","specialbostäder","uppgift saknas","2015",0
"Knivsta","specialbostäder","uppgift saknas","2016",0
"Knivsta","specialbostäder","uppgift saknas","2017",0
"Knivsta","specialbostäder","uppgift saknas","2018",0
"Knivsta","specialbostäder","uppgift saknas","2019",0
"Knivsta","specialbostäder","uppgift saknas","2020",0
"Knivsta","specialbostäder","uppgift saknas","2021",0
"Knivsta","specialbostäder","uppgift saknas","2022",0
"Knivsta","specialbostäder","uppgift saknas","2023",0
"Knivsta","specialbostäder","uppgift saknas","2024",0
"Heby","småhus","stat, kommun, region","2013",3
"Heby","småhus","stat, kommun, region","2014",3
"Heby","småhus","stat, kommun, region","2015",3
"Heby","småhus","stat, kommun, region","2016",3
"Heby","småhus","stat, kommun, region","2017",4
"Heby","småhus","stat, kommun, region","2018",1
"Heby","småhus","stat, kommun, region","2019",1
"Heby","småhus","stat, kommun, region","2020",1
"Heby","småhus","stat, kommun, region","2021",1
"Heby","småhus","stat, kommun, region","2022",1
"Heby","småhus","stat, kommun, region","2023",1
"Heby","småhus","stat, kommun, region","2024",1
"Heby","småhus","allmännyttiga bostadsföretag","2013",148
"Heby","småhus","allmännyttiga bostadsföretag","2014",148
"Heby","småhus","allmännyttiga bostadsföretag","2015",154
"Heby","småhus","allmännyttiga bostadsföretag","2016",166
"Heby","småhus","allmännyttiga bostadsföretag","2017",165
"Heby","småhus","allmännyttiga bostadsföretag","2018",165
"Heby","småhus","allmännyttiga bostadsföretag","2019",165
"Heby","småhus","allmännyttiga bostadsföretag","2020",166
"Heby","småhus","allmännyttiga bostadsföretag","2021",166
"Heby","småhus","allmännyttiga bostadsföretag","2022",166
"Heby","småhus","allmännyttiga bostadsföretag","2023",165
"Heby","småhus","allmännyttiga bostadsföretag","2024",165
"Heby","småhus","kooperativa hyresrättsföreningar","2013",0
"Heby","småhus","kooperativa hyresrättsföreningar","2014",0
"Heby","småhus","kooperativa hyresrättsföreningar","2015",0
"Heby","småhus","kooperativa hyresrättsföreningar","2016",0
"Heby","småhus","kooperativa hyresrättsföreningar","2017",0
"Heby","småhus","kooperativa hyresrättsföreningar","2018",0
"Heby","småhus","kooperativa hyresrättsföreningar","2019",0
"Heby","småhus","kooperativa hyresrättsföreningar","2020",0
"Heby","småhus","kooperativa hyresrättsföreningar","2021",0
"Heby","småhus","kooperativa hyresrättsföreningar","2022",0
"Heby","småhus","kooperativa hyresrättsföreningar","2023",0
"Heby","småhus","kooperativa hyresrättsföreningar","2024",0
"Heby","småhus","bostadsrättsföreningar","2013",113
"Heby","småhus","bostadsrättsföreningar","2014",113
"Heby","småhus","bostadsrättsföreningar","2015",115
"Heby","småhus","bostadsrättsföreningar","2016",116
"Heby","småhus","bostadsrättsföreningar","2017",115
"Heby","småhus","bostadsrättsföreningar","2018",115
"Heby","småhus","bostadsrättsföreningar","2019",115
"Heby","småhus","bostadsrättsföreningar","2020",115
"Heby","småhus","bostadsrättsföreningar","2021",124
"Heby","småhus","bostadsrättsföreningar","2022",125
"Heby","småhus","bostadsrättsföreningar","2023",125
"Heby","småhus","bostadsrättsföreningar","2024",125
"Heby","småhus","fysiska personer","2013",4233
"Heby","småhus","fysiska personer","2014",4228
"Heby","småhus","fysiska personer","2015",4239
"Heby","småhus","fysiska personer","2016",4331
"Heby","småhus","fysiska personer","2017",4369
"Heby","småhus","fysiska personer","2018",4404
"Heby","småhus","fysiska personer","2019",4438
"Heby","småhus","fysiska personer","2020",4488
"Heby","småhus","fysiska personer","2021",4524
"Heby","småhus","fysiska personer","2022",4540
"Heby","småhus","fysiska personer","2023",4499
"Heby","småhus","fysiska personer","2024",4510
"Heby","småhus","svenska aktiebolag","2013",106
"Heby","småhus","svenska aktiebolag","2014",110
"Heby","småhus","svenska aktiebolag","2015",114
"Heby","småhus","svenska aktiebolag","2016",123
"Heby","småhus","svenska aktiebolag","2017",141
"Heby","småhus","svenska aktiebolag","2018",140
"Heby","småhus","svenska aktiebolag","2019",141
"Heby","småhus","svenska aktiebolag","2020",142
"Heby","småhus","svenska aktiebolag","2021",140
"Heby","småhus","svenska aktiebolag","2022",140
"Heby","småhus","svenska aktiebolag","2023",140
"Heby","småhus","svenska aktiebolag","2024",139
"Heby","småhus","övriga ägare","2013",24
"Heby","småhus","övriga ägare","2014",23
"Heby","småhus","övriga ägare","2015",19
"Heby","småhus","övriga ägare","2016",19
"Heby","småhus","övriga ägare","2017",15
"Heby","småhus","övriga ägare","2018",14
"Heby","småhus","övriga ägare","2019",14
"Heby","småhus","övriga ägare","2020",13
"Heby","småhus","övriga ägare","2021",12
"Heby","småhus","övriga ägare","2022",11
"Heby","småhus","övriga ägare","2023",11
"Heby","småhus","övriga ägare","2024",15
"Heby","småhus","uppgift saknas","2013",0
"Heby","småhus","uppgift saknas","2014",2
"Heby","småhus","uppgift saknas","2015",0
"Heby","småhus","uppgift saknas","2016",0
"Heby","småhus","uppgift saknas","2017",0
"Heby","småhus","uppgift saknas","2018",0
"Heby","småhus","uppgift saknas","2019",0
"Heby","småhus","uppgift saknas","2020",0
"Heby","småhus","uppgift saknas","2021",0
"Heby","småhus","uppgift saknas","2022",0
"Heby","småhus","uppgift saknas","2023",0
"Heby","småhus","uppgift saknas","2024",0
"Heby","flerbostadshus","stat, kommun, region","2013",0
"Heby","flerbostadshus","stat, kommun, region","2014",0
"Heby","flerbostadshus","stat, kommun, region","2015",0
